cfg_buy_amount_min,cfg_buy_min_core_hits,cfg_buy_momentum_score_total,cfg_buy_strict_score_total,cfg_enable_buy_momentum,cfg_enable_buy_strict,cfg_enable_sell_break_ma5,cfg_enable_sell_drawdown,cfg_enable_sell_flip_loss,cfg_enable_sell_market_weak_drop,cfg_enable_sell_time_stop,cfg_enable_sell_trim,cfg_market_score_filter_min_avg,cfg_market_score_filter_min_ma5,cfg_max_single_position,cfg_sell_drawdown_threshold,cfg_sell_drawdown_threshold_mid,cfg_sell_market_drop_threshold,cfg_sell_market_score_threshold,error,passed_constraints,run_id,stage_name,status,summary_available_signal_days,summary_avg_holding_days,summary_benchmark_return,summary_buy_count,summary_buy_execution_blocked,summary_buy_execution_blocked_breakdown,summary_end_date,summary_excess_return,summary_final_nav,summary_initial_capital,summary_market_filter_blocked_buy_signals,summary_market_filter_blocked_days,summary_market_score_filter_min_avg,summary_market_score_filter_min_ma5,summary_max_drawdown,summary_run_id,summary_selected_buy_signal_count,summary_sell_count,summary_sell_execution_deferred,summary_sell_execution_deferred_breakdown,summary_signal_count,summary_start_date,summary_total_return,summary_trade_count,summary_win_rate,trial_id
550000000.0,2,62,64,True,True,False,True,True,False,False,False,40,36,0.29,0.05,0.05,-2.0,38,,1,363,refine,completed,114,10.8,0.01845,11,0,{},2026-03-19,0.055837,1074287.3084,1000000.0,19,16,40.0,36.0,0.0744,363,16,10,0,{},58,2025-10-09,0.074287,21,0.6,123
550000000.0,4,62,66,True,True,False,True,True,True,True,False,42,34,0.29,0.05,0.07,-2.0,39,,0,364,refine,completed,114,6.07,0.01845,15,0,{},2026-03-19,-0.069755,948695.1338,1000000.0,13,12,42.0,34.0,0.124761,364,18,15,0,{},61,2025-10-09,-0.051305,30,0.2,124
600000000.0,3,60,66,True,True,False,True,True,False,False,False,40,34,0.3,0.05,0.07,-2.5,38,,1,365,refine,completed,114,9.58,0.01845,12,0,{},2026-03-19,0.106511,1124960.5212,1000000.0,23,18,40.0,34.0,0.065408,365,16,12,0,{},41,2025-10-09,0.124961,24,0.416667,125
550000000.0,3,64,64,True,True,False,True,True,False,True,False,40,34,0.29,0.07,0.05,-3.0,39,,1,366,refine,completed,114,10.55,0.01845,11,0,{},2026-03-19,0.057352,1075802.2287,1000000.0,12,11,40.0,34.0,0.105994,366,18,11,6,{'missing': 6},57,2025-10-09,0.075802,22,0.363636,126
350000000.0,3,64,76,True,True,False,True,True,False,False,False,42,33,0.25,0.05,0.06,-2.5,36,,1,367,refine,completed,114,9.22,0.01845,11,0,{},2026-03-19,-0.002857,1015593.2821,1000000.0,25,17,42.0,33.0,0.111598,367,14,9,0,{},64,2025-10-09,0.015593,20,0.444444,127
450000000.0,3,64,76,True,True,False,True,True,True,True,False,40,35,0.25,0.04,0.06,-2.5,38,,1,368,refine,completed,114,9.0,0.01845,11,0,{},2026-03-19,0.089086,1107535.9328,1000000.0,14,13,40.0,35.0,0.076824,368,11,11,0,{},28,2025-10-09,0.107536,22,0.636364,128
350000000.0,1,62,76,True,True,False,True,True,False,True,False,40,35,0.25,0.04,0.06,-2.5,36,,1,369,refine,completed,114,9.46,0.01845,13,0,{},2026-03-19,0.061728,1080178.0583,1000000.0,29,20,40.0,35.0,0.079546,369,17,13,0,{},66,2025-10-09,0.080178,26,0.384615,129
400000000.0,2,64,74,True,True,False,True,True,False,False,False,42,33,0.25,0.04,0.05,-2.5,36,,1,370,refine,completed,114,8.25,0.01845,10,0,{},2026-03-19,-0.083975,934475.1798,1000000.0,21,17,42.0,33.0,0.12853,370,10,8,0,{},26,2025-10-09,-0.065525,18,0.5,130
400000000.0,2,62,74,True,True,False,True,True,True,False,False,41,33,0.25,0.04,0.06,-3.5,36,,1,371,refine,completed,114,9.18,0.01845,11,0,{},2026-03-19,0.09503,1113480.4146,1000000.0,29,21,41.0,33.0,0.076824,371,12,11,0,{},39,2025-10-09,0.11348,22,0.636364,131
400000000.0,1,60,76,True,True,False,True,True,False,False,False,41,35,0.27,0.04,0.06,-2.5,37,,1,372,refine,completed,114,10.58,0.01845,13,0,{},2026-03-19,0.092236,1110686.0942,1000000.0,40,25,41.0,35.0,0.07989,372,14,12,0,{},46,2025-10-09,0.110686,25,0.5,132
450000000.0,2,64,74,True,True,False,True,True,True,True,False,41,34,0.25,0.05,0.06,-3.5,36,,1,373,refine,completed,114,9.36,0.01845,11,0,{},2026-03-19,0.057507,1075956.6984,1000000.0,16,14,41.0,34.0,0.080684,373,12,11,0,{},35,2025-10-09,0.075957,22,0.545455,133
450000000.0,1,62,74,True,True,False,True,True,True,True,False,41,33,0.25,0.05,0.05,-3.0,38,,1,374,refine,completed,114,9.36,0.01845,11,0,{},2026-03-19,0.057507,1075956.6984,1000000.0,25,20,41.0,33.0,0.080684,374,13,11,0,{},41,2025-10-09,0.075957,22,0.545455,134
400000000.0,3,62,76,True,True,False,True,True,False,False,False,42,33,0.26,0.05,0.06,-3.0,38,,1,375,refine,completed,114,8.12,0.01845,10,0,{},2026-03-19,-0.086857,931592.6771,1000000.0,32,23,42.0,33.0,0.131171,375,11,8,0,{},37,2025-10-09,-0.068407,18,0.375,135
350000000.0,3,60,76,True,True,False,True,True,True,False,False,40,33,0.27,0.04,0.05,-2.5,38,,0,376,refine,completed,114,6.62,0.01845,16,0,{},2026-03-19,0.040485,1058935.4997,1000000.0,37,23,40.0,33.0,0.081176,376,23,16,0,{},114,2025-10-09,0.058935,32,0.25,136
500000000.0,4,62,68,True,True,False,True,True,True,False,False,36,36,0.3,0.06,0.05,-3.5,39,,1,377,refine,completed,114,8.36,0.01845,14,0,{},2026-03-19,0.068791,1087241.4095,1000000.0,5,5,36.0,36.0,0.120862,377,22,14,7,"{'limit_down': 1, 'missing': 6}",76,2025-10-09,0.087241,28,0.5,137
550000000.0,4,60,72,True,True,False,True,True,False,True,False,35,36,0.3,0.07,0.05,-3.5,37,,1,378,refine,completed,114,14.69,0.01845,13,0,{},2026-03-19,0.243553,1262003.3689,1000000.0,5,5,35.0,36.0,0.111608,378,17,13,13,"{'limit_down': 1, 'missing': 12}",43,2025-10-09,0.262003,26,0.615385,138
500000000.0,4,60,70,True,True,False,True,True,False,False,False,36,36,0.29,0.08,0.07,-3.0,39,,1,379,refine,completed,114,9.47,0.01845,16,0,{},2026-03-19,0.063123,1081572.5717,1000000.0,6,6,36.0,36.0,0.102224,379,20,15,7,"{'limit_down': 1, 'missing': 6}",69,2025-10-09,0.081573,31,0.4,139
500000000.0,3,64,70,True,True,False,True,True,False,False,False,37,36,0.29,0.08,0.05,-3.5,39,,1,380,refine,completed,114,13.3,0.01845,12,0,{},2026-03-19,0.039803,1058253.4808,1000000.0,9,9,37.0,36.0,0.101108,380,17,10,0,{},61,2025-10-09,0.058253,22,0.5,140
